domain,token,order
wealth,wlth_fbus_net_nd_20*,114
wealth,wlth_fbus_net_ndf_19*,115
wealth,wlth_fbus_net_ndf_20*,116
wealth,wlth_fbus_net_rd_19*,117
wealth,wlth_fbus_net_rd_20*,118
wealth,wlth_fbus_net_rdf_19*,119
wealth,wlth_fbus_net_rdf_20*,120
wealth,wlth_fbus_ass_nd_20*,121
wealth,wlth_fbus_ass_ndf_20*,122
wealth,wlth_fbus_ass_rd_20*,123
wealth,wlth_fbus_ass_rdf_20*,124
wealth,wlth_fbus_deb_nd_20*,125
wealth,wlth_fbus_deb_ndf_20*,126
wealth,wlth_fbus_deb_rd_20*,127
wealth,wlth_fbus_deb_rdf_20*,128
wealth,wlth_savi_net_nd_19*,129
wealth,wlth_savi_net_nd_20*,130
wealth,wlth_savi_net_ndf_19*,131
wealth,wlth_savi_net_ndf_20*,132
wealth,wlth_savi_net_rd_19*,133
wealth,wlth_savi_net_rd_20*,134
wealth,wlth_savi_net_rdf_19*,135
wealth,wlth_savi_net_rdf_20*,136
wealth,wlth_savi_bnk_nd_20*,137
wealth,wlth_savi_bnk_ndf_20*,138
wealth,wlth_savi_bnk_rd_20*,139
wealth,wlth_savi_bnk_rdf_20*,140
wealth,wlth_savi_bnd_nd_20*,141
wealth,wlth_savi_bnd_ndf_20*,142
wealth,wlth_savi_bnd_rd_20*,143
wealth,wlth_savi_bnd_rdf_20*,144
wealth,wlth_inve_net_nd_19*,145
wealth,wlth_inve_net_nd_20*,146
wealth,wlth_inve_net_ndf_19*,147
wealth,wlth_inve_net_ndf_20*,148
wealth,wlth_inve_net_rd_19*,149
wealth,wlth_inve_net_rd_20*,150
wealth,wlth_inve_net_rdf_19*,151
wealth,wlth_inve_net_rdf_20*,152
wealth,wlth_inve_ira_nd_19*,153
wealth,wlth_inve_ira_nd_20*,154
wealth,wlth_inve_ira_ndf_19*,155
wealth,wlth_inve_ira_ndf_20*,156
wealth,wlth_inve_ira_rd_19*,157
wealth,wlth_inve_ira_rd_20*,158
wealth,wlth_inve_ira_rdf_19*,159
wealth,wlth_inve_ira_rdf_20*,160
wealth,wlth_inve_stk_nd_19*,161
wealth,wlth_inve_stk_nd_20*,162
wealth,wlth_inve_stk_ndf_19*,163
wealth,wlth_inve_stk_ndf_20*,164
wealth,wlth_inve_stk_rd_19*,165
wealth,wlth_inve_stk_rd_20*,166
wealth,wlth_inve_stk_rdf_19*,167
wealth,wlth_inve_stk_rdf_20*,168
wealth,wlth_vehi_net_nd_19*,169
wealth,wlth_vehi_net_nd_20*,170
wealth,wlth_vehi_net_ndf_19*,171
wealth,wlth_vehi_net_ndf_20*,172
wealth,wlth_vehi_net_rd_19*,173
wealth,wlth_vehi_net_rd_20*,174
wealth,wlth_vehi_net_rdf_19*,175
wealth,wlth_vehi_net_rdf_20*,176
wealth,wlth_oass_net_nd_19*,177
wealth,wlth_oass_net_nd_20*,178
wealth,wlth_oass_net_ndf_19*,179
wealth,wlth_oass_net_ndf_20*,180
wealth,wlth_oass_net_rd_19*,181
wealth,wlth_oass_net_rd_20*,182
wealth,wlth_oass_net_rdf_19*,183
wealth,wlth_oass_net_rdf_20*,184
wealth,wlth_odeb_net_nd_19*,185
wealth,wlth_odeb_net_nd_20*,186
wealth,wlth_odeb_net_ndf_19*,187
wealth,wlth_odeb_net_ndf_20*,188
wealth,wlth_odeb_net_rd_19*,189
wealth,wlth_odeb_net_rd_20*,190
wealth,wlth_odeb_net_rdf_19*,191
wealth,wlth_odeb_net_rdf_20*,192
wealth,wlth_odeb_cre_nd_20*,193
wealth,wlth_odeb_cre_ndf_20*,194
wealth,wlth_odeb_cre_rd_20*,195
wealth,wlth_odeb_cre_rdf_20*,196
wealth,wlth_odeb_fam_nd_20*,197
wealth,wlth_odeb_fam_ndf_20*,198
wealth,wlth_odeb_fam_rd_20*,199
wealth,wlth_odeb_fam_rdf_20*,200
wealth,wlth_odeb_leg_nd_20*,201
wealth,wlth_odeb_leg_ndf_20*,202
wealth,wlth_odeb_leg_rd_20*,203
wealth,wlth_odeb_leg_rdf_20*,204
wealth,wlth_odeb_med_nd_20*,205
wealth,wlth_odeb_med_ndf_20*,206
wealth,wlth_odeb_med_rd_20*,207
wealth,wlth_odeb_med_rdf_20*,208
wealth,wlth_odeb_stu_nd_20*,209
wealth,wlth_odeb_stu_ndf_20*,210
wealth,wlth_odeb_stu_rd_20*,211
wealth,wlth_odeb_stu_rdf_20*,212
wealth,wlth_odeb_rem_nd_20*,213
wealth,wlth_odeb_rem_ndf_20*,214
wealth,wlth_odeb_rem_rd_20*,215
wealth,wlth_odeb_rem_rdf_20*,216
relationship_id,rel_par_tot,1
relationship_id,rel_par_bf_id,2
relationship_id,rel_par_bm_id,3
relationship_id,rel_par_af1_id,4
relationship_id,rel_par_af2_id,5
relationship_id,rel_par_am1_id,6
relationship_id,rel_par_am2_id,7
relationship_id,rel_chi_tot,8
relationship_id,rel_chi_rep,9
relationship_id,rel_chi1_id,10
relationship_id,rel_chi1_type,11
relationship_id,rel_chi1_byear,12
relationship_id,rel_chi2_id,13
relationship_id,rel_chi2_type,14
relationship_id,rel_chi2_byear,15
relationship_id,rel_chi3_id,16
relationship_id,rel_chi3_type,17
relationship_id,rel_chi3_byear,18
relationship_id,rel_chi4_id,19
relationship_id,rel_chi4_type,20
relationship_id,rel_chi4_byear,21
relationship_id,rel_chi5_id,22
relationship_id,rel_chi5_type,23
relationship_id,rel_chi5_byear,24
relationship_id,rel_chi6_id,25
relationship_id,rel_chi6_type,26
relationship_id,rel_chi6_byear,27
relationship_id,rel_chi7_id,28
relationship_id,rel_chi7_type,29
relationship_id,rel_chi7_byear,30
relationship_id,rel_chi8_id,31
relationship_id,rel_chi8_type,32
relationship_id,rel_chi8_byear,33
relationship_id,rel_chi9_id,34
relationship_id,rel_chi9_type,35
relationship_id,rel_chi9_byear,36
relationship_id,rel_chi10_id,37
relationship_id,rel_chi10_type,38
relationship_id,rel_chi10_byear,39
relationship_id,rel_chi11_id,40
relationship_id,rel_chi11_type,41
relationship_id,rel_chi11_byear,42
relationship_id,rel_chi12_id,43
relationship_id,rel_chi12_type,44
relationship_id,rel_chi12_byear,45
relationship_id,rel_chi13_id,46
relationship_id,rel_chi13_type,47
relationship_id,rel_chi13_byear,48
relationship_id,rel_chi14_id,49
relationship_id,rel_chi14_type,50
relationship_id,rel_chi14_byear,51
relationship_id,rel_chi15_id,52
relationship_id,rel_chi15_type,53
relationship_id,rel_chi15_byear,54
relationship_id,rel_chi16_id,55
relationship_id,rel_chi16_type,56
relationship_id,rel_chi16_byear,57
relationship_id,rel_chi17_id,58
relationship_id,rel_chi17_type,59
relationship_id,rel_chi17_byear,60
relationship_id,rel_chi18_id,61
relationship_id,rel_chi18_type,62
relationship_id,rel_chi18_byear,63
relationship_id,rel_chi19_id,64
relationship_id,rel_chi19_type,65
relationship_id,rel_chi19_byear,66
relationship_id,rel_chi20_id,67
relationship_id,rel_chi20_type,68
relationship_id,rel_chi20_byear,69
relationship_id,rel_mar_tot,70
relationship_id,rel_mar_rep,71
relationship_id,rel_mar1_id,72
relationship_id,rel_mar1_myear,73
relationship_id,rel_mar1_syear,74
relationship_id,rel_mar1_dyear,75
relationship_id,rel_mar2_id,76
relationship_id,rel_mar2_myear,77
relationship_id,rel_mar2_syear,78
relationship_id,rel_mar2_dyear,79
relationship_id,rel_mar3_id,80
relationship_id,rel_mar3_myear,81
relationship_id,rel_mar3_syear,82
relationship_id,rel_mar3_dyear,83
relationship_id,rel_mar4_id,84
relationship_id,rel_mar4_myear,85
relationship_id,rel_mar4_syear,86
relationship_id,rel_mar4_dyear,87
relationship_id,rel_mar5_id,88
relationship_id,rel_mar5_myear,89
relationship_id,rel_mar5_syear,90
relationship_id,rel_mar5_dyear,91
relationship_id,rel_mar6_id,92
relationship_id,rel_mar6_myear,93
relationship_id,rel_mar6_syear,94
relationship_id,rel_mar6_dyear,95
relationship_id,rel_mar7_id,96
relationship_id,rel_mar7_myear,97
relationship_id,rel_mar7_syear,98
relationship_id,rel_mar7_dyear,99
relationship_id,rel_mar8_id,100
relationship_id,rel_mar8_myear,101
relationship_id,rel_mar8_syear,102
relationship_id,rel_mar8_dyear,103
labor_income,labor_tot_income_nd_rp_19*,1
labor_income,labor_tot_income_ndf_rp_19*,2
labor_income,labor_tot_income_rd_rp_19*,3
labor_income,labor_tot_income_rdf_rp_19*,4
labor_income,labor_tot_income_excbussfarm_nd_rp_19*,5
labor_income,labor_tot_income_excbussfarm_nd_rp_20*,6
labor_income,labor_tot_income_excbussfarm_ndf_rp_19*,7
labor_income,labor_tot_income_excbussfarm_ndf_rp_20*,8
labor_income,labor_tot_income_excbussfarm_rd_rp_19*,9
labor_income,labor_tot_income_excbussfarm_rd_rp_20*,10
labor_income,labor_tot_income_excbussfarm_rdf_rp_19*,11
labor_income,labor_tot_income_excbussfarm_rdf_rp_20*,12
labor_income,labor_tot_income_nd_sp_19*,13
labor_income,labor_tot_income_ndf_sp_19*,14
labor_income,labor_tot_income_rd_sp_19*,15
labor_income,labor_tot_income_rdf_sp_19*,16
labor_income,labor_tot_income_excbussfarm_nd_sp_19*,17
labor_income,labor_tot_income_excbussfarm_nd_sp_20*,18
labor_income,labor_tot_income_excbussfarm_ndf_sp_19*,19
labor_income,labor_tot_income_excbussfarm_ndf_sp_20*,20
labor_income,labor_tot_income_excbussfarm_rd_sp_19*,21
labor_income,labor_tot_income_excbussfarm_rd_sp_20*,22
labor_income,labor_tot_income_excbussfarm_rdf_sp_19*,23
labor_income,labor_tot_income_excbussfarm_rdf_sp_20*,24
labor_income,labor_wage_income_nd_rp_19*,25
labor_income,labor_wage_income_nd_rp_20*,26
labor_income,labor_wage_income_ndf_rp_19*,27
labor_income,labor_wage_income_ndf_rp_20*,28
labor_income,labor_wage_income_rd_rp_19*,29
labor_income,labor_wage_income_rd_rp_20*,30
labor_income,labor_wage_income_rdf_rp_19*,31
labor_income,labor_wage_income_rdf_rp_20*,32
labor_income,labor_wage_income_nd_sp_20*,33
labor_income,labor_wage_income_ndf_sp_20*,34
labor_income,labor_wage_income_rd_sp_20*,35
labor_income,labor_wage_income_rdf_sp_20*,36
labor_income,labor_business_income_nd_rp_19*,37
labor_income,labor_business_income_nd_rp_20*,38
labor_income,labor_business_income_ndf_rp_19*,39
labor_income,labor_business_income_ndf_rp_20*,40
labor_income,labor_business_income_rd_rp_19*,41
labor_income,labor_business_income_rd_rp_20*,42
labor_income,labor_business_income_rdf_rp_19*,43
labor_income,labor_business_income_rdf_rp_20*,44
labor_income,labor_business_income_nd_sp_19*,45
labor_income,labor_business_income_nd_sp_20*,46
labor_income,labor_business_income_ndf_sp_19*,47
labor_income,labor_business_income_ndf_sp_20*,48
labor_income,labor_business_income_rd_sp_19*,49
labor_income,labor_business_income_rd_sp_20*,50
labor_income,labor_business_income_rdf_sp_19*,51
labor_income,labor_business_income_rdf_sp_20*,52
labor_income,labor_farm_income_nd_rp_19*,53
labor_income,labor_farm_income_ndf_rp_19*,54
labor_income,labor_farm_income_rd_rp_19*,55
labor_income,labor_farm_income_rdf_rp_19*,56
labor_income,labor_farm_income_nd_sp_19*,57
labor_income,labor_farm_income_ndf_sp_19*,58
labor_income,labor_farm_income_rd_sp_19*,59
labor_income,labor_farm_income_rdf_sp_19*,60
labor_income,labor_profes_income_nd_rp_19*,61
labor_income,labor_profes_income_nd_rp_20*,62
labor_income,labor_profes_income_ndf_rp_19*,63
labor_income,labor_profes_income_ndf_rp_20*,64
labor_income,labor_profes_income_rd_rp_19*,65
labor_income,labor_profes_income_rd_rp_20*,66
labor_income,labor_profes_income_rdf_rp_19*,67
labor_income,labor_profes_income_rdf_rp_20*,68
labor_income,labor_profes_income_nd_sp_20*,69
labor_income,labor_profes_income_ndf_sp_20*,70
labor_income,labor_profes_income_rd_sp_20*,71
labor_income,labor_profes_income_rdf_sp_20*,72
labor_income,labor_garden_income_nd_rp_19*,73
labor_income,labor_garden_income_nd_rp_20*,74
labor_income,labor_garden_income_ndf_rp_19*,75
labor_income,labor_garden_income_ndf_rp_20*,76
labor_income,labor_garden_income_rd_rp_19*,77
labor_income,labor_garden_income_rd_rp_20*,78
labor_income,labor_garden_income_rdf_rp_19*,79
labor_income,labor_garden_income_rdf_rp_20*,80
labor_income,labor_bonus_income_nd_rp_19*,81
labor_income,labor_bonus_income_nd_rp_20*,82
labor_income,labor_bonus_income_ndf_rp_19*,83
labor_income,labor_bonus_income_ndf_rp_20*,84
labor_income,labor_bonus_income_rd_rp_19*,85
labor_income,labor_bonus_income_rd_rp_20*,86
labor_income,labor_bonus_income_rdf_rp_19*,87
labor_income,labor_bonus_income_rdf_rp_20*,88
labor_income,labor_bonus_income_nd_sp_20*,89
labor_income,labor_bonus_income_ndf_sp_20*,90
labor_income,labor_bonus_income_rd_sp_20*,91
labor_income,labor_bonus_income_rdf_sp_20*,92
labor_income,labor_overtime_income_nd_rp_19*,93
labor_income,labor_overtime_income_nd_rp_20*,94
labor_income,labor_overtime_income_ndf_rp_19*,95
labor_income,labor_overtime_income_ndf_rp_20*,96
labor_income,labor_overtime_income_rd_rp_19*,97
labor_income,labor_overtime_income_rd_rp_20*,98
labor_income,labor_overtime_income_rdf_rp_19*,99
labor_income,labor_overtime_income_rdf_rp_20*,100
labor_income,labor_overtime_income_nd_sp_20*,101
labor_income,labor_overtime_income_ndf_sp_20*,102
labor_income,labor_overtime_income_rd_sp_20*,103
labor_income,labor_overtime_income_rdf_sp_20*,104
labor_income,labor_tips_income_nd_rp_19*,105
labor_income,labor_tips_income_nd_rp_20*,106
labor_income,labor_tips_income_ndf_rp_19*,107
labor_income,labor_tips_income_ndf_rp_20*,108
labor_income,labor_tips_income_rd_rp_19*,109
labor_income,labor_tips_income_rd_rp_20*,110
labor_income,labor_tips_income_rdf_rp_19*,111
labor_income,labor_tips_income_rdf_rp_20*,112
labor_income,labor_tips_income_nd_sp_20*,113
labor_income,labor_tips_income_ndf_sp_20*,114
labor_income,labor_tips_income_rd_sp_20*,115
labor_income,labor_tips_income_rdf_sp_20*,116
labor_income,labor_comissions_income_nd_rp_19*,117
labor_income,labor_comissions_income_nd_rp_20*,118
labor_income,labor_comissions_income_ndf_rp_19*,119
labor_income,labor_comissions_income_ndf_rp_20*,120
labor_income,labor_comissions_income_rd_rp_19*,121
labor_income,labor_comissions_income_rd_rp_20*,122
labor_income,labor_comissions_income_rdf_rp_19*,123
labor_income,labor_comissions_income_rdf_rp_20*,124
labor_income,labor_comissions_income_nd_sp_20*,125
labor_income,labor_comissions_income_ndf_sp_20*,126
labor_income,labor_comissions_income_rd_sp_20*,127
labor_income,labor_comissions_income_rdf_sp_20*,128
labor_income,labor_extrawork_income_nd_rp_19*,129
labor_income,labor_extrawork_income_nd_rp_20*,130
labor_income,labor_extrawork_income_ndf_rp_19*,131
labor_income,labor_extrawork_income_ndf_rp_20*,132
labor_income,labor_extrawork_income_rd_rp_19*,133
labor_income,labor_extrawork_income_rd_rp_20*,134
labor_income,labor_extrawork_income_rdf_rp_19*,135
labor_income,labor_extrawork_income_rdf_rp_20*,136
labor_income,labor_extrawork_income_nd_sp_20*,137
labor_income,labor_extrawork_income_ndf_sp_20*,138
labor_income,labor_extrawork_income_rd_sp_20*,139
labor_income,labor_extrawork_income_rdf_sp_20*,140
labor_income,labor_miscellaneous_income_nd_rp_19*,141
labor_income,labor_miscellaneous_income_nd_rp_20*,142
labor_income,labor_miscellaneous_income_ndf_rp_19*,143
labor_income,labor_miscellaneous_income_ndf_rp_20*,144
labor_income,labor_miscellaneous_income_rd_rp_19*,145
labor_income,labor_miscellaneous_income_rd_rp_20*,146
labor_income,labor_miscellaneous_income_rdf_rp_19*,147
labor_income,labor_miscellaneous_income_rdf_rp_20*,148
labor_income,labor_miscellaneous_income_nd_sp_20*,149
labor_income,labor_miscellaneous_income_ndf_sp_20*,150
labor_income,labor_miscellaneous_income_rd_sp_20*,151
labor_income,labor_miscellaneous_income_rdf_sp_20*,152
labor_income,labor_gig_income_nd_rp_20*,153
labor_income,labor_gig_income_ndf_rp_20*,154
labor_income,labor_gig_income_rd_rp_20*,155
labor_income,labor_gig_income_rdf_rp_20*,156
labor_income,labor_gig_income_nd_sp_20*,157
labor_income,labor_gig_income_ndf_sp_20*,158
labor_income,labor_gig_income_rd_sp_20*,159
labor_income,labor_gig_income_rdf_sp_20*,160
capital_income,capital_business_income_nd_rc_19*,1
capital_income,capital_business_income_ndf_rc_19*,2
capital_income,capital_business_income_rd_rc_19*,3
capital_income,capital_business_income_rdf_rc_19*,4
capital_income,capital_business_income_nd_rp_19*,5
capital_income,capital_business_income_nd_rp_20*,6
capital_income,capital_business_income_ndf_rp_19*,7
capital_income,capital_business_income_ndf_rp_20*,8
capital_income,capital_business_income_rd_rp_19*,9
capital_income,capital_business_income_rd_rp_20*,10
capital_income,capital_business_income_rdf_rp_19*,11
capital_income,capital_business_income_rdf_rp_20*,12
capital_income,capital_business_income_nd_sp_19*,13
capital_income,capital_business_income_nd_sp_20*,14
capital_income,capital_business_income_ndf_sp_19*,15
capital_income,capital_business_income_ndf_sp_20*,16
capital_income,capital_business_income_rd_sp_19*,17
capital_income,capital_business_income_rd_sp_20*,18
capital_income,capital_business_income_rdf_sp_19*,19
capital_income,capital_business_income_rdf_sp_20*,20
capital_income,capital_farm_income_nd_rc_19*,21
capital_income,capital_farm_income_ndf_rc_19*,22
capital_income,capital_farm_income_rd_rc_19*,23
capital_income,capital_farm_income_rdf_rc_19*,24
capital_income,capital_rent_div_intst_trst_income_nd_rp_19*,25
capital_income,capital_rent_div_intst_trst_income_ndf_rp_19*,26
capital_income,capital_rent_div_intst_trst_income_rd_rp_19*,27
capital_income,capital_rent_div_intst_trst_income_rdf_rp_19*,28
capital_income,capital_rental_income_nd_rp_19*,29
capital_income,capital_rental_income_nd_rp_20*,30
capital_income,capital_rental_income_ndf_rp_19*,31
capital_income,capital_rental_income_ndf_rp_20*,32
capital_income,capital_rental_income_rd_rp_19*,33
capital_income,capital_rental_income_rd_rp_20*,34
capital_income,capital_rental_income_rdf_rp_19*,35
capital_income,capital_rental_income_rdf_rp_20*,36
capital_income,capital_div_intst_trst_income_nd_rp_19*,37
capital_income,capital_div_intst_trst_income_ndf_rp_19*,38
capital_income,capital_div_intst_trst_income_rd_rp_19*,39
capital_income,capital_div_intst_trst_income_rdf_rp_19*,40
capital_income,capital_div_income_nd_rp_19*,41
capital_income,capital_div_income_nd_rp_20*,42
capital_income,capital_div_income_ndf_rp_19*,43
capital_income,capital_div_income_ndf_rp_20*,44
capital_income,capital_div_income_rd_rp_19*,45
capital_income,capital_div_income_rd_rp_20*,46
capital_income,capital_div_income_rdf_rp_19*,47
capital_income,capital_div_income_rdf_rp_20*,48
capital_income,capital_intst_income_nd_rp_19*,49
capital_income,capital_intst_income_nd_rp_20*,50
capital_income,capital_intst_income_ndf_rp_19*,51
capital_income,capital_intst_income_ndf_rp_20*,52
capital_income,capital_intst_income_rd_rp_19*,53
capital_income,capital_intst_income_rd_rp_20*,54
capital_income,capital_intst_income_rdf_rp_19*,55
capital_income,capital_intst_income_rdf_rp_20*,56
capital_income,capital_trst_royalties_nd_rp_19*,57
capital_income,capital_trst_royalties_nd_rp_20*,58
capital_income,capital_trst_royalties_ndf_rp_19*,59
capital_income,capital_trst_royalties_ndf_rp_20*,60
capital_income,capital_trst_royalties_rd_rp_19*,61
capital_income,capital_trst_royalties_rd_rp_20*,62
capital_income,capital_trst_royalties_rdf_rp_19*,63
capital_income,capital_trst_royalties_rdf_rp_20*,64
capital_income,capital_rent_div_intst_trst_income_nd_sp_19*,65
capital_income,capital_rent_div_intst_trst_income_ndf_sp_19*,66
capital_income,capital_rent_div_intst_trst_income_rd_sp_19*,67
capital_income,capital_rent_div_intst_trst_income_rdf_sp_19*,68
capital_income,capital_rental_income_nd_sp_20*,69
capital_income,capital_rental_income_ndf_sp_20*,70
capital_income,capital_rental_income_rd_sp_20*,71
capital_income,capital_rental_income_rdf_sp_20*,72
capital_income,capital_div_income_nd_sp_19*,73
capital_income,capital_div_income_nd_sp_20*,74
capital_income,capital_div_income_ndf_sp_19*,75
capital_income,capital_div_income_ndf_sp_20*,76
capital_income,capital_div_income_rd_sp_19*,77
capital_income,capital_div_income_rd_sp_20*,78
capital_income,capital_div_income_rdf_sp_19*,79
capital_income,capital_div_income_rdf_sp_20*,80
capital_income,capital_intst_income_nd_sp_19*,81
capital_income,capital_intst_income_nd_sp_20*,82
capital_income,capital_intst_income_ndf_sp_19*,83
capital_income,capital_intst_income_ndf_sp_20*,84
capital_income,capital_intst_income_rd_sp_19*,85
capital_income,capital_intst_income_rd_sp_20*,86
capital_income,capital_intst_income_rdf_sp_19*,87
capital_income,capital_intst_income_rdf_sp_20*,88
capital_income,capital_trst_royalties_nd_sp_19*,89
capital_income,capital_trst_royalties_nd_sp_20*,90
capital_income,capital_trst_royalties_ndf_sp_19*,91
capital_income,capital_trst_royalties_ndf_sp_20*,92
capital_income,capital_trst_royalties_rd_sp_19*,93
capital_income,capital_trst_royalties_rd_sp_20*,94
capital_income,capital_trst_royalties_rdf_sp_19*,95
capital_income,capital_trst_royalties_rdf_sp_20*,96
income,farm_grossrevenue_nd_rc_19*,1
income,farm_grossrevenue_nd_rc_20*,2
income,farm_grossrevenue_ndf_rc_19*,3
income,farm_grossrevenue_ndf_rc_20*,4
income,farm_grossrevenue_rd_rc_19*,5
income,farm_grossrevenue_rd_rc_20*,6
income,farm_grossrevenue_rdf_rc_19*,7
income,farm_grossrevenue_rdf_rc_20*,8
income,farm_expense_nd_rc_19*,9
income,farm_expense_nd_rc_20*,10
income,farm_expense_ndf_rc_19*,11
income,farm_expense_ndf_rc_20*,12
income,farm_expense_rd_rc_19*,13
income,farm_expense_rd_rc_20*,14
income,farm_expense_rdf_rc_19*,15
income,farm_expense_rdf_rc_20*,16
income,business_netprofit_nd_rc_20*,17
income,business_netprofit_ndf_rc_20*,18
income,business_netprofit_rd_rc_20*,19
income,business_netprofit_rdf_rc_20*,20
income,business_grossrevenue_nd_rc_19*,21
income,business_grossrevenue_nd_rc_20*,22
income,business_grossrevenue_ndf_rc_19*,23
income,business_grossrevenue_ndf_rc_20*,24
income,business_grossrevenue_rd_rc_19*,25
income,business_grossrevenue_rd_rc_20*,26
income,business_grossrevenue_rdf_rc_19*,27
income,business_grossrevenue_rdf_rc_20*,28
income,business_expense_nd_rc_19*,29
income,business_expense_nd_rc_20*,30
income,business_expense_ndf_rc_19*,31
income,business_expense_ndf_rc_20*,32
income,business_expense_rd_rc_19*,33
income,business_expense_rd_rc_20*,34
income,business_expense_rdf_rc_19*,35
income,business_expense_rdf_rc_20*,36
income,business_income_nd_rc_19*,37
income,business_income_nd_rc_20*,38
income,business_income_ndf_rc_19*,39
income,business_income_ndf_rc_20*,40
income,business_income_rd_rc_19*,41
income,business_income_rd_rc_20*,42
income,business_income_rdf_rc_19*,43
income,business_income_rdf_rc_20*,44
income,farm_income_nd_rc_19*,45
income,farm_income_nd_rc_20*,46
income,farm_income_ndf_rc_19*,47
income,farm_income_ndf_rc_20*,48
income,farm_income_rd_rc_19*,49
income,farm_income_rd_rc_20*,50
income,farm_income_rdf_rc_19*,51
income,farm_income_rdf_rc_20*,52
income,taxable_income_nd_rc_19*,53
income,taxable_income_nd_rc_20*,54
income,taxable_income_ndf_rc_19*,55
income,taxable_income_ndf_rc_20*,56
income,taxable_income_rd_rc_19*,57
income,taxable_income_rd_rc_20*,58
income,taxable_income_rdf_rc_19*,59
income,taxable_income_rdf_rc_20*,60
